player,during_hot,next_game_stat,regression,next_opp,next_location,opp_def_tier,opp_3p_pct_allowed,opp_pace,minutes_trend,was_blowout_recent
Malik Beasley,6.0,5.0,1.0,CHI,home,Elite (top 10),0.344,103.61,6.467479674796749,True
Malik Beasley,6.333333333333333,5.0,1.333333333333333,LAL,away,Elite (top 10),0.356,98.34,6.467479674796749,False
Malik Beasley,7.0,4.0,3.0,CHI,away,Elite (top 10),0.344,103.61,-1.1991869918699187,True
Malik Monk,4.333333333333333,5.0,-0.666666666666667,SAS,home,Bad (21-30),0.365,100.08,0.7333333333333343,False
Malik Monk,5.333333333333333,4.0,1.333333333333333,HOU,home,Mid (11-20),0.357,99.03,4.399999999999999,False
Malik Monk,5.666666666666667,4.0,1.666666666666667,MEM,away,Mid (11-20),0.36,103.69,4.399999999999999,True
Malik Monk,4.333333333333333,3.0,1.333333333333333,SAS,away,Bad (21-30),0.365,100.08,3.066666666666663,False
Malik Monk,4.0,3.0,1.0,BOS,away,Elite (top 10),0.347,96.59,5.399999999999999,False
Malik Monk,4.333333333333333,2.0,2.333333333333333,POR,home,Mid (11-20),0.361,99.51,4.733333333333334,False
Marcus Smart,3.3333333333333335,1.0,2.3333333333333335,IND,home,Elite (top 10),0.355,100.76,1.6666666666666679,False
Marcus Smart,3.6666666666666665,0.0,3.6666666666666665,DAL,away,Mid (11-20),0.363,100.15,3.0,False
Matas Buzelis,2.6666666666666665,0.0,2.6666666666666665,PHI,home,Bad (21-30),0.378,98.13,0.7416666666666671,False
Matas Buzelis,2.6666666666666665,0.0,2.6666666666666665,MIN,away,Elite (top 10),0.353,97.95,8.741666666666667,False
Matas Buzelis,2.6666666666666665,2.0,0.6666666666666665,LAL,home,Elite (top 10),0.356,98.34,4.074999999999999,False
Matas Buzelis,3.0,5.0,-2.0,DAL,home,Mid (11-20),0.363,100.15,7.408333333333331,False
Matas Buzelis,3.0,2.0,1.0,OKC,away,Elite (top 10),0.342,100.9,10.075,False
Matas Buzelis,3.0,1.0,2.0,TOR,home,Elite (top 10),0.349,100.62,12.408333333333331,True
Matas Buzelis,2.6666666666666665,2.0,0.6666666666666665,POR,home,Mid (11-20),0.361,99.51,13.741666666666664,False
Matas Buzelis,2.6666666666666665,1.0,1.6666666666666665,PHI,away,Bad (21-30),0.378,98.13,12.075,False
Max Christie,2.6666666666666665,1.0,1.6666666666666665,CLE,home,Mid (11-20),0.359,100.31,5.7564102564102555,False
Max Christie,3.0,1.0,2.0,ATL,home,Bad (21-30),0.377,103.41,3.4230769230769234,False
Max Christie,2.6666666666666665,1.0,1.6666666666666665,DAL,away,Mid (11-20),0.363,100.15,7.42307692307692,False
Max Christie,2.6666666666666665,1.0,1.6666666666666665,PHI,away,Bad (21-30),0.378,98.13,5.7564102564102555,False
Max Christie,2.6666666666666665,0.0,2.6666666666666665,BOS,away,Elite (top 10),0.347,96.59,4.423076923076923,False
Max Christie,2.6666666666666665,3.0,-0.3333333333333335,SAC,home,Bad (21-30),0.381,98.91,4.423076923076923,False
Max Christie,2.6666666666666665,3.0,-0.3333333333333335,MIA,home,Mid (11-20),0.36,97.08,8.42307692307692,False
Max Christie,2.6666666666666665,2.0,0.6666666666666665,SAS,away,Bad (21-30),0.365,100.08,8.42307692307692,False
Max Christie,2.6666666666666665,2.0,0.6666666666666665,SAS,away,Bad (21-30),0.365,100.08,5.7564102564102555,False
Max Christie,2.6666666666666665,0.0,2.6666666666666665,HOU,away,Mid (11-20),0.357,99.03,3.0897435897435876,False
Max Strus,4.0,1.0,3.0,BKN,away,Mid (11-20),0.362,96.73,2.8733333333333313,True
Miles Bridges,4.0,0.0,4.0,CHI,away,Elite (top 10),0.344,103.61,-2.703125,False
Miles Bridges,4.0,3.0,1.0,POR,away,Mid (11-20),0.361,99.51,2.6302083333333357,False
Miles Bridges,4.333333333333333,4.0,0.33333333333333304,SAC,away,Bad (21-30),0.381,98.91,-1.703125,True
Miles Bridges,4.0,0.0,4.0,GSW,away,Mid (11-20),0.363,99.37,-2.703125,True
Miles Bridges,3.6666666666666665,5.0,-1.3333333333333335,ATL,away,Bad (21-30),0.377,103.41,5.296875,False
Miles Bridges,4.0,2.0,2.0,SAS,away,Bad (21-30),0.365,100.08,4.630208333333336,False
Miles Bridges,4.0,1.0,3.0,LAC,away,Elite (top 10),0.35,98.24,2.6302083333333357,False
Miles McBride,3.3333333333333335,2.0,1.3333333333333335,CHA,home,Elite (top 10),0.355,98.22,0.046875,False
Miles McBride,3.3333333333333335,1.0,2.3333333333333335,DET,home,Bad (21-30),0.366,100.27,0.38020833333333215,False
Miles McBride,3.3333333333333335,2.0,1.3333333333333335,MIA,home,Mid (11-20),0.36,97.08,11.046875,False
Moritz Wagner,2.0,1.0,1.0,PHI,home,Bad (21-30),0.378,98.13,2.866666666666667,False
Moritz Wagner,2.0,0.0,2.0,OKC,home,Elite (top 10),0.342,100.9,1.8666666666666671,False
Moses Moody,3.3333333333333335,1.0,2.3333333333333335,LAL,home,Elite (top 10),0.356,98.34,5.342342342342345,True
Moses Moody,3.3333333333333335,1.0,2.3333333333333335,DEN,home,Bad (21-30),0.365,100.67,8.675675675675677,False
Mouhamed Gueye,1.6666666666666667,0.0,1.6666666666666667,IND,home,Elite (top 10),0.355,100.76,-0.45454545454545503,False
Myles Turner,4.0,2.0,2.0,SAS,away,Bad (21-30),0.365,100.08,0.13888888888888928,False
Myles Turner,4.0,2.0,2.0,CHI,home,Elite (top 10),0.344,103.61,4.138888888888893,False
Myles Turner,4.0,4.0,0.0,HOU,home,Mid (11-20),0.357,99.03,1.472222222222225,True
Naji Marshall,2.0,2.0,0.0,ATL,away,Bad (21-30),0.377,103.41,-2.4492753623188435,True
Naji Marshall,2.6666666666666665,2.0,0.6666666666666665,NYK,home,Bad (21-30),0.367,97.64,0.2173913043478244,False
Naji Marshall,2.3333333333333335,1.0,1.3333333333333335,UTA,away,Mid (11-20),0.358,100.85,1.5507246376811565,False
Naji Marshall,2.0,1.0,1.0,SAS,away,Bad (21-30),0.365,100.08,9.884057971014489,False
Naz Reid,4.0,4.0,0.0,CLE,home,Mid (11-20),0.359,100.31,-1.5625,False
Naz Reid,4.333333333333333,5.0,-0.666666666666667,MEM,away,Mid (11-20),0.36,103.69,-0.8958333333333321,False
Naz Reid,5.0,2.0,3.0,DAL,away,Mid (11-20),0.363,100.15,0.4375,False
Naz Reid,4.0,2.0,2.0,CHA,away,Elite (top 10),0.355,98.22,10.104166666666664,False
Nick Smith Jr.,4.333333333333333,2.0,2.333333333333333,SAS,home,Bad (21-30),0.365,100.08,11.866666666666664,False
Nick Smith Jr.,3.6666666666666665,3.0,0.6666666666666665,ORL,home,Bad (21-30),0.365,96.51,7.533333333333331,True
Nick Smith Jr.,4.0,1.0,3.0,TOR,away,Elite (top 10),0.349,100.62,6.866666666666667,False
Nickeil Alexander-Walker,3.6666666666666665,2.0,1.6666666666666665,WAS,home,Mid (11-20),0.364,101.82,4.373983739837399,False
Nickeil Alexander-Walker,4.0,0.0,4.0,SAC,home,Bad (21-30),0.381,98.91,10.707317073170731,False
Nickeil Alexander-Walker,4.0,2.0,2.0,OKC,away,Elite (top 10),0.342,100.9,10.373983739837396,True
Nickeil Alexander-Walker,3.3333333333333335,2.0,1.3333333333333335,LAL,away,Elite (top 10),0.356,98.34,12.040650406504067,True
Nicolas Batum,2.3333333333333335,1.0,1.3333333333333335,PHI,away,Bad (21-30),0.378,98.13,1.5128205128205146,False
Nicolas Batum,2.3333333333333335,0.0,2.3333333333333335,IND,home,Elite (top 10),0.355,100.76,2.5128205128205146,True
Nicolas Batum,2.3333333333333335,3.0,-0.6666666666666665,SAC,home,Bad (21-30),0.381,98.91,7.5128205128205146,False
Nicolas Batum,3.0,2.0,1.0,NOP,away,Bad (21-30),0.365,99.77,11.179487179487182,False
Nicolas Batum,3.3333333333333335,2.0,1.3333333333333335,MIA,away,Mid (11-20),0.36,97.08,12.512820512820515,False
Nicolas Batum,2.3333333333333335,3.0,-0.6666666666666665,ATL,away,Bad (21-30),0.377,103.41,12.179487179487182,False
Nicolas Batum,2.3333333333333335,1.0,1.3333333333333335,CHA,home,Elite (top 10),0.355,98.22,10.512820512820515,False
Nikola Jović,3.0,3.0,0.0,PHI,away,Bad (21-30),0.378,98.13,4.782608695652176,False
Nikola Jović,3.6666666666666665,2.0,1.6666666666666665,BKN,away,Mid (11-20),0.362,96.73,7.44927536231884,False
Nikola Jović,3.3333333333333335,2.0,1.3333333333333335,BOS,home,Elite (top 10),0.347,96.59,9.782608695652176,True
Nikola Vučević,3.3333333333333335,0.0,3.3333333333333335,ORL,home,Bad (21-30),0.365,96.51,2.182648401826487,False
Nikola Vučević,3.3333333333333335,2.0,1.3333333333333335,MEM,home,Mid (11-20),0.36,103.69,3.182648401826487,False
Nikola Vučević,3.6666666666666665,2.0,1.6666666666666665,SAS,away,Bad (21-30),0.365,100.08,-0.48401826484018073,True
Nikola Vučević,3.6666666666666665,3.0,0.6666666666666665,IND,home,Elite (top 10),0.355,100.76,1.1826484018264871,False
Nikola Vučević,3.3333333333333335,2.0,1.3333333333333335,LAL,away,Elite (top 10),0.356,98.34,-0.15068493150684859,True
Nikola Vučević,3.3333333333333335,1.0,2.3333333333333335,DEN,away,Bad (21-30),0.365,100.67,-1.8173515981735164,True
Noah Clowney,4.0,1.0,3.0,SAS,home,Bad (21-30),0.365,100.08,6.9492753623188435,False
Noah Clowney,3.6666666666666665,3.0,0.6666666666666665,ORL,away,Bad (21-30),0.365,96.51,5.282608695652176,False
Obi Toppin,3.0,2.0,1.0,PHX,away,Bad (21-30),0.37,98.31,5.430379746835442,False
Obi Toppin,3.0,2.0,1.0,MEM,home,Mid (11-20),0.36,103.69,5.763713080168774,False
Obi Toppin,3.0,3.0,0.0,DAL,home,Mid (11-20),0.363,100.15,11.430379746835442,False
Obi Toppin,4.0,0.0,4.0,BKN,home,Mid (11-20),0.362,96.73,10.763713080168774,False
Obi Toppin,3.3333333333333335,1.0,2.3333333333333335,BKN,home,Mid (11-20),0.362,96.73,9.09704641350211,False
Obi Toppin,3.0,1.0,2.0,WAS,away,Mid (11-20),0.364,101.82,0.7637130801687739,False
Obi Toppin,3.0,2.0,1.0,OKC,away,Elite (top 10),0.342,100.9,0.09704641350210963,True
Ochai Agbaji,3.0,2.0,1.0,MIL,away,Elite (top 10),0.353,99.92,6.432291666666664,False
Ochai Agbaji,3.0,1.0,2.0,DET,home,Bad (21-30),0.366,100.27,7.432291666666664,False
Ochai Agbaji,3.0,1.0,2.0,MIA,home,Mid (11-20),0.36,97.08,0.765625,False
Ochai Agbaji,3.3333333333333335,3.0,0.3333333333333335,IND,home,Elite (top 10),0.355,100.76,5.432291666666664,False
Ochai Agbaji,3.6666666666666665,2.0,1.6666666666666665,SAS,away,Bad (21-30),0.365,100.08,1.765625,False
Onyeka Okongwu,2.0,1.0,1.0,PHI,home,Bad (21-30),0.378,98.13,3.1621621621621614,False
Onyeka Okongwu,2.0,2.0,0.0,HOU,away,Mid (11-20),0.357,99.03,2.1621621621621614,False
Onyeka Okongwu,1.6666666666666667,1.0,0.6666666666666667,MIA,away,Mid (11-20),0.36,97.08,5.828828828828826,False
Onyeka Okongwu,2.0,1.0,1.0,BKN,away,Mid (11-20),0.362,96.73,6.828828828828826,False
Onyeka Okongwu,2.3333333333333335,0.0,2.3333333333333335,PHI,away,Bad (21-30),0.378,98.13,8.828828828828826,True
Patrick Williams,3.3333333333333335,1.0,2.3333333333333335,HOU,home,Mid (11-20),0.357,99.03,9.349206349206352,False
Patrick Williams,3.0,1.0,2.0,ATL,away,Bad (21-30),0.377,103.41,-2.3174603174603163,False
Payton Pritchard,6.0,4.0,2.0,IND,away,Elite (top 10),0.355,100.76,-3.4375,False
Payton Pritchard,5.666666666666667,0.0,5.666666666666667,CHA,away,Elite (top 10),0.355,98.22,0.22916666666666785,False
Payton Pritchard,5.333333333333333,5.0,0.33333333333333304,MIA,home,Mid (11-20),0.36,97.08,1.8958333333333321,False
Payton Pritchard,6.0,4.0,2.0,CHI,home,Elite (top 10),0.344,103.61,4.229166666666664,True
Payton Pritchard,5.333333333333333,2.0,3.333333333333333,CHI,away,Elite (top 10),0.344,103.61,4.229166666666664,False
Payton Pritchard,5.666666666666667,1.0,4.666666666666667,LAL,home,Elite (top 10),0.356,98.34,5.229166666666664,False
Peyton Watson,2.3333333333333335,1.0,1.3333333333333335,NOP,away,Bad (21-30),0.365,99.77,10.965686274509807,False
Peyton Watson,2.3333333333333335,1.0,1.3333333333333335,MEM,away,Mid (11-20),0.36,103.69,9.632352941176471,False
Peyton Watson,2.0,2.0,0.0,MEM,away,Mid (11-20),0.36,103.69,7.965686274509807,False
Peyton Watson,2.3333333333333335,0.0,2.3333333333333335,MIN,home,Elite (top 10),0.353,97.95,-6.367647058823529,False
Peyton Watson,1.6666666666666667,0.0,1.6666666666666667,MIL,home,Elite (top 10),0.353,99.92,4.632352941176471,False
Quentin Grimes,4.666666666666667,1.0,3.666666666666667,MEM,home,Mid (11-20),0.36,103.69,4.466666666666665,False
Quentin Grimes,4.0,3.0,1.0,OKC,away,Elite (top 10),0.342,100.9,8.466666666666669,False
Quentin Grimes,4.333333333333333,4.0,0.33333333333333304,SAS,away,Bad (21-30),0.365,100.08,8.799999999999997,True
Quentin Grimes,5.0,3.0,2.0,ATL,away,Bad (21-30),0.377,103.41,9.799999999999997,False
Quentin Grimes,4.333333333333333,3.0,1.333333333333333,WAS,away,Mid (11-20),0.364,101.82,10.466666666666669,False
Quentin Grimes,4.333333333333333,0.0,4.333333333333333,CHI,home,Elite (top 10),0.344,103.61,7.799999999999997,False
Quinten Post,3.3333333333333335,3.0,0.3333333333333335,ATL,away,Bad (21-30),0.377,103.41,1.3095238095238102,False
Quinten Post,4.333333333333333,1.0,3.333333333333333,MIA,away,Mid (11-20),0.36,97.08,7.9761904761904745,False
Quinten Post,3.3333333333333335,3.0,0.3333333333333335,NOP,away,Bad (21-30),0.365,99.77,4.9761904761904745,False
Ricky Council IV,2.0,1.0,1.0,DEN,away,Bad (21-30),0.365,100.67,6.80821917808219,False
Ricky Council IV,2.3333333333333335,0.0,2.3333333333333335,CHI,away,Elite (top 10),0.344,103.61,10.474885844748858,True
Ricky Council IV,2.0,1.0,1.0,BOS,home,Elite (top 10),0.347,96.59,4.141552511415522,False
Ricky Council IV,1.6666666666666667,0.0,1.6666666666666667,MIA,home,Mid (11-20),0.36,97.08,6.141552511415522,False
Ricky Council IV,2.0,0.0,2.0,OKC,away,Elite (top 10),0.342,100.9,12.80821917808219,False
Ricky Council IV,2.0,0.0,2.0,ATL,away,Bad (21-30),0.377,103.41,7.141552511415522,False
Royce O'Neale,4.666666666666667,5.0,-0.33333333333333304,UTA,away,Mid (11-20),0.358,100.85,5.440000000000001,False
Royce O'Neale,4.666666666666667,3.0,1.666666666666667,POR,home,Mid (11-20),0.361,99.51,5.440000000000001,False
Royce O'Neale,4.666666666666667,3.0,1.666666666666667,DEN,home,Bad (21-30),0.365,100.67,6.106666666666669,False
Royce O'Neale,4.333333333333333,3.0,1.333333333333333,MEM,home,Mid (11-20),0.36,103.69,5.106666666666669,True
Royce O'Neale,4.333333333333333,0.0,4.333333333333333,CHI,away,Elite (top 10),0.344,103.61,10.440000000000001,False
Royce O'Neale,4.333333333333333,1.0,3.333333333333333,NYK,away,Bad (21-30),0.367,97.64,-1.5599999999999987,False
Rui Hachimura,3.6666666666666665,1.0,2.6666666666666665,GSW,home,Mid (11-20),0.363,99.37,1.0395480225988685,False
Russell Westbrook,3.0,1.0,2.0,UTA,away,Mid (11-20),0.358,100.85,-2.253333333333334,True
Russell Westbrook,2.6666666666666665,2.0,0.6666666666666665,GSW,away,Mid (11-20),0.363,99.37,4.746666666666663,False
Russell Westbrook,3.0,1.0,2.0,LAL,away,Elite (top 10),0.356,98.34,7.746666666666663,False
Ryan Dunn,2.3333333333333335,4.0,-1.6666666666666665,LAC,away,Elite (top 10),0.35,98.24,-2.3603603603603602,False
Ryan Dunn,2.6666666666666665,0.0,2.6666666666666665,POR,home,Mid (11-20),0.361,99.51,4.306306306306304,False
Ryan Dunn,2.3333333333333335,2.0,0.3333333333333335,CHI,home,Elite (top 10),0.344,103.61,7.63963963963964,False
Ryan Dunn,2.3333333333333335,2.0,0.3333333333333335,CLE,home,Mid (11-20),0.359,100.31,6.306306306306304,False
Ryan Dunn,2.3333333333333335,2.0,0.3333333333333335,MIL,home,Elite (top 10),0.353,99.92,7.306306306306304,False
Ryan Dunn,2.3333333333333335,0.0,2.3333333333333335,HOU,home,Mid (11-20),0.357,99.03,5.63963963963964,True
Ryan Dunn,3.0,2.0,1.0,SAC,away,Bad (21-30),0.381,98.91,9.63963963963964,True
Sam Hauser,4.666666666666667,3.0,1.666666666666667,PHX,away,Bad (21-30),0.37,98.31,10.62910798122066,False
Sam Hauser,5.0,3.0,2.0,SAS,away,Bad (21-30),0.365,100.08,7.962441314553992,False
Sam Hauser,4.666666666666667,2.0,2.666666666666667,MEM,away,Mid (11-20),0.36,103.69,6.295774647887324,False
Sam Merrill,3.6666666666666665,3.0,0.6666666666666665,BOS,home,Elite (top 10),0.347,96.59,3.5305164319248803,False
Sam Merrill,4.0,2.0,2.0,DET,away,Bad (21-30),0.366,100.27,3.863849765258216,False
Sam Merrill,4.666666666666667,3.0,1.666666666666667,MIN,home,Elite (top 10),0.353,97.95,4.863849765258216,False
Scoot Henderson,3.3333333333333335,2.0,1.3333333333333335,LAC,home,Elite (top 10),0.35,98.24,2.0,False
Scoot Henderson,3.3333333333333335,3.0,0.3333333333333335,HOU,home,Mid (11-20),0.357,99.03,4.0,True
Scoot Henderson,4.333333333333333,3.0,1.333333333333333,CHI,home,Elite (top 10),0.344,103.61,7.333333333333332,False
Scoot Henderson,3.0,1.0,2.0,PHX,home,Bad (21-30),0.37,98.31,3.0,True
Scoot Henderson,3.3333333333333335,1.0,2.3333333333333335,BKN,away,Mid (11-20),0.362,96.73,-1.3333333333333357,True
Scotty Pippen Jr.,2.3333333333333335,1.0,1.3333333333333335,TOR,home,Elite (top 10),0.349,100.62,1.3881856540084385,False
Scotty Pippen Jr.,2.3333333333333335,3.0,-0.6666666666666665,NOP,away,Bad (21-30),0.365,99.77,3.054852320675103,False
Scotty Pippen Jr.,2.3333333333333335,1.0,1.3333333333333335,OKC,away,Elite (top 10),0.342,100.9,-0.27848101265822933,False
Scotty Pippen Jr.,3.0,0.0,3.0,HOU,home,Mid (11-20),0.357,99.03,5.3881856540084385,False
Scotty Pippen Jr.,2.6666666666666665,3.0,-0.3333333333333335,LAL,home,Elite (top 10),0.356,98.34,6.054852320675103,False
Scotty Pippen Jr.,2.6666666666666665,0.0,2.6666666666666665,BOS,home,Elite (top 10),0.347,96.59,3.054852320675103,False
Scotty Pippen Jr.,2.3333333333333335,0.0,2.3333333333333335,MIN,home,Elite (top 10),0.353,97.95,5.054852320675103,False
Seth Curry,2.6666666666666665,1.0,1.6666666666666665,TOR,home,Elite (top 10),0.349,100.62,11.759803921568626,False
Seth Curry,3.0,1.0,2.0,BKN,away,Mid (11-20),0.362,96.73,8.093137254901961,False
Seth Curry,3.3333333333333335,2.0,1.3333333333333335,LAL,away,Elite (top 10),0.356,98.34,8.093137254901961,False
Seth Curry,2.6666666666666665,1.0,1.6666666666666665,DEN,away,Bad (21-30),0.365,100.67,6.4264705882352935,False
Shaedon Sharpe,3.3333333333333335,1.0,2.3333333333333335,HOU,away,Mid (11-20),0.357,99.03,4.111111111111114,False
Shaedon Sharpe,3.3333333333333335,3.0,0.3333333333333335,MIA,home,Mid (11-20),0.36,97.08,4.777777777777779,False
Shaedon Sharpe,3.3333333333333335,1.0,2.3333333333333335,BKN,home,Mid (11-20),0.362,96.73,2.7777777777777786,True
Simone Fontecchio,2.3333333333333335,0.0,2.3333333333333335,MIA,away,Mid (11-20),0.36,97.08,-1.5066666666666677,True
Spencer Dinwiddie,2.6666666666666665,2.0,0.6666666666666665,POR,away,Mid (11-20),0.361,99.51,6.333333333333336,False
Spencer Dinwiddie,3.0,1.0,2.0,TOR,away,Elite (top 10),0.349,100.62,0.0,True
Spencer Dinwiddie,2.6666666666666665,1.0,1.6666666666666665,OKC,away,Elite (top 10),0.342,100.9,-3.333333333333332,False
Spencer Dinwiddie,2.6666666666666665,0.0,2.6666666666666665,CHA,away,Elite (top 10),0.355,98.22,2.333333333333332,False
Spencer Dinwiddie,2.6666666666666665,3.0,-0.3333333333333335,SAC,home,Bad (21-30),0.381,98.91,-1.3333333333333321,False
Spencer Dinwiddie,3.0,0.0,3.0,GSW,home,Mid (11-20),0.363,99.37,2.666666666666668,False
Spencer Dinwiddie,2.6666666666666665,1.0,1.6666666666666665,PHI,home,Bad (21-30),0.378,98.13,8.666666666666664,True
Stephon Castle,2.3333333333333335,2.0,0.3333333333333335,MEM,away,Mid (11-20),0.36,103.69,1.9753086419753103,False
Stephon Castle,2.3333333333333335,0.0,2.3333333333333335,ATL,away,Bad (21-30),0.377,103.41,0.30864197530864246,False
Stephon Castle,2.3333333333333335,1.0,1.3333333333333335,BKN,home,Mid (11-20),0.362,96.73,4.641975308641975,False
Stephon Castle,2.3333333333333335,2.0,0.3333333333333335,SAC,away,Bad (21-30),0.381,98.91,3.6419753086419746,False
Stephon Castle,2.3333333333333335,0.0,2.3333333333333335,MIN,away,Elite (top 10),0.353,97.95,1.6419753086419746,False
Svi Mykhailiuk,4.0,0.0,4.0,NYK,away,Bad (21-30),0.367,97.64,3.359649122807017,True
Svi Mykhailiuk,3.6666666666666665,2.0,1.6666666666666665,OKC,away,Elite (top 10),0.342,100.9,3.692982456140353,False
Tari Eason,2.3333333333333335,4.0,-1.6666666666666665,NOP,away,Bad (21-30),0.365,99.77,2.1052631578947363,False
Tari Eason,3.0,0.0,3.0,NOP,home,Bad (21-30),0.365,99.77,1.7719298245614041,False
Taurean Prince,3.3333333333333335,0.0,3.3333333333333335,HOU,home,Mid (11-20),0.357,99.03,6.887499999999999,False
Taurean Prince,3.3333333333333335,4.0,-0.6666666666666665,LAC,home,Elite (top 10),0.35,98.24,4.887499999999999,False
Taurean Prince,4.0,0.0,4.0,MIA,home,Mid (11-20),0.36,97.08,5.887499999999999,False
Terance Mann,2.3333333333333335,1.0,1.3333333333333335,MEM,away,Mid (11-20),0.36,103.69,5.880597014925375,True
Terance Mann,2.0,4.0,-2.0,MIL,home,Elite (top 10),0.353,99.92,6.880597014925375,False
Terance Mann,2.6666666666666665,1.0,1.6666666666666665,IND,home,Elite (top 10),0.355,100.76,4.213930348258707,False
Terance Mann,2.0,0.0,2.0,IND,home,Elite (top 10),0.355,100.76,2.8805970149253746,False
Terry Rozier,3.3333333333333335,4.0,-0.6666666666666665,NYK,home,Bad (21-30),0.367,97.64,6.473958333333336,False
Terry Rozier,4.0,3.0,1.0,WAS,away,Mid (11-20),0.364,101.82,7.473958333333336,False
Terry Rozier,4.0,3.0,1.0,SAC,home,Bad (21-30),0.381,98.91,7.140625,True
Terry Rozier,3.3333333333333335,1.0,2.3333333333333335,PHX,away,Bad (21-30),0.37,98.31,6.140625,False
Terry Rozier,3.0,4.0,-1.0,BKN,away,Mid (11-20),0.362,96.73,3.807291666666668,False
Tidjane Salaün,2.3333333333333335,0.0,2.3333333333333335,ATL,home,Bad (21-30),0.377,103.41,13.56666666666667,False
Tidjane Salaün,2.3333333333333335,2.0,0.3333333333333335,PHI,home,Bad (21-30),0.378,98.13,10.900000000000002,False
Tim Hardaway Jr.,5.0,2.0,3.0,NYK,away,Bad (21-30),0.367,97.64,1.3852813852813846,True
Tim Hardaway Jr.,4.333333333333333,2.0,2.333333333333333,PHX,home,Bad (21-30),0.37,98.31,4.385281385281388,False
Tim Hardaway Jr.,5.0,5.0,0.0,TOR,away,Elite (top 10),0.349,100.62,5.385281385281388,False
Tim Hardaway Jr.,4.333333333333333,1.0,3.333333333333333,MEM,home,Mid (11-20),0.36,103.69,7.385281385281388,True
Tobias Harris,2.6666666666666665,2.0,0.6666666666666665,MIL,away,Elite (top 10),0.353,99.92,3.730593607305938,False
Tobias Harris,2.6666666666666665,0.0,2.6666666666666665,ORL,away,Bad (21-30),0.365,96.51,-1.2694063926940657,False
Tobias Harris,2.6666666666666665,1.0,1.6666666666666665,NYK,away,Bad (21-30),0.367,97.64,-2.602739726027398,False
Tobias Harris,3.0,1.0,2.0,BOS,away,Elite (top 10),0.347,96.59,1.0639269406392664,False
Tobias Harris,2.6666666666666665,0.0,2.6666666666666665,UTA,home,Mid (11-20),0.358,100.85,-1.2694063926940657,False
Tobias Harris,2.6666666666666665,2.0,0.6666666666666665,POR,home,Mid (11-20),0.361,99.51,3.397260273972602,False
Tobias Harris,2.6666666666666665,1.0,1.6666666666666665,BKN,away,Mid (11-20),0.362,96.73,4.063926940639266,False
Trey Lyles,3.0,3.0,0.0,ATL,home,Bad (21-30),0.377,103.41,13.115942028985504,False
Trey Lyles,3.0,1.0,2.0,LAC,away,Elite (top 10),0.35,98.24,18.44927536231884,False
Trey Lyles,3.0,0.0,3.0,BKN,home,Mid (11-20),0.362,96.73,10.782608695652172,True
Trey Lyles,3.6666666666666665,1.0,2.6666666666666665,GSW,away,Mid (11-20),0.363,99.37,5.44927536231884,False
Trey Lyles,3.0,1.0,2.0,MIA,home,Mid (11-20),0.36,97.08,6.115942028985508,True
Tristan da Silva,3.0,0.0,3.0,UTA,home,Mid (11-20),0.358,100.85,9.626126126126128,False
Tristan da Silva,2.6666666666666665,0.0,2.6666666666666665,POR,away,Mid (11-20),0.361,99.51,7.6261261261261275,True
Ty Jerome,3.6666666666666665,4.0,-0.3333333333333335,TOR,home,Elite (top 10),0.349,100.62,7.80952380952381,True
Ty Jerome,3.6666666666666665,2.0,1.6666666666666665,ATL,home,Bad (21-30),0.377,103.41,6.4761904761904745,False
Ty Jerome,4.333333333333333,0.0,4.333333333333333,ATL,away,Bad (21-30),0.377,103.41,5.142857142857142,True
Ty Jerome,4.0,0.0,4.0,HOU,home,Mid (11-20),0.357,99.03,6.142857142857142,False
Ty Jerome,3.6666666666666665,1.0,2.6666666666666665,DET,home,Bad (21-30),0.366,100.27,5.4761904761904745,False
Ty Jerome,3.3333333333333335,2.0,1.3333333333333335,BOS,away,Elite (top 10),0.347,96.59,1.1428571428571423,True
Tyrese Martin,3.3333333333333335,2.0,1.3333333333333335,ORL,home,Bad (21-30),0.365,96.51,-6.200000000000001,False
Tyrese Martin,3.6666666666666665,0.0,3.6666666666666665,ORL,home,Bad (21-30),0.365,96.51,1.8000000000000007,True
Tyrese Martin,3.3333333333333335,3.0,0.3333333333333335,CHI,away,Elite (top 10),0.344,103.61,-1.533333333333335,False
Tyrese Martin,3.3333333333333335,1.0,2.3333333333333335,BOS,home,Elite (top 10),0.347,96.59,1.466666666666665,False
Tyus Jones,3.6666666666666665,5.0,-1.3333333333333335,UTA,away,Mid (11-20),0.358,100.85,3.518518518518519,False
Tyus Jones,4.333333333333333,3.0,1.333333333333333,POR,home,Mid (11-20),0.361,99.51,4.851851851851855,False
Tyus Jones,4.333333333333333,1.0,3.333333333333333,IND,home,Elite (top 10),0.355,100.76,5.851851851851851,False
Tyus Jones,4.333333333333333,2.0,2.333333333333333,LAL,away,Elite (top 10),0.356,98.34,-2.481481481481481,False
Tyus Jones,3.6666666666666665,4.0,-0.3333333333333335,TOR,home,Elite (top 10),0.349,100.62,-4.148148148148145,False
Tyus Jones,4.0,2.0,2.0,CHI,home,Elite (top 10),0.344,103.61,-1.814814814814813,True
Vasilije Micic,2.6666666666666665,1.0,1.6666666666666665,CHI,away,Elite (top 10),0.344,103.61,15.49593495934959,False
Vasilije Micic,2.6666666666666665,2.0,0.6666666666666665,LAC,home,Elite (top 10),0.35,98.24,9.162601626016258,False
