player,stat,season_avg,during_hot,next_game_stat,your_fair_line,naive_line,actual_outcome,distance_to_yours,distance_to_naive,your_line_wins
AJ Green,PR,9.794520547945206,16.0,15.0,9.794520547945206,16.0,15.0,5.205479452054794,1.0,False
Aaron Gordon,PR,19.50980392156863,32.666666666666664,18.0,19.50980392156863,32.666666666666664,18.0,1.5098039215686292,14.666666666666664,True
Aaron Gordon,PR,19.50980392156863,29.666666666666668,3.0,19.50980392156863,29.666666666666668,3.0,16.50980392156863,26.666666666666668,True
Aaron Gordon,PR,19.50980392156863,35.0,26.0,19.50980392156863,35.0,26.0,6.490196078431371,9.0,True
Aaron Gordon,PR,19.50980392156863,35.666666666666664,17.0,19.50980392156863,35.666666666666664,17.0,2.509803921568629,18.666666666666664,True
Aaron Nesmith,PR,15.977777777777778,25.666666666666668,15.0,15.977777777777778,25.666666666666668,15.0,0.9777777777777779,10.666666666666668,True
Aaron Nesmith,PR,15.977777777777778,25.333333333333332,20.0,15.977777777777778,25.333333333333332,20.0,4.022222222222222,5.333333333333332,True
Aaron Nesmith,PR,15.977777777777778,25.666666666666668,9.0,15.977777777777778,25.666666666666668,9.0,6.977777777777778,16.666666666666668,True
Aaron Wiggins,PR,15.907894736842104,30.666666666666668,21.0,15.907894736842104,30.666666666666668,21.0,5.092105263157896,9.666666666666668,True
Aaron Wiggins,PR,15.907894736842104,27.0,26.0,15.907894736842104,27.0,26.0,10.092105263157896,1.0,False
Aaron Wiggins,PR,15.907894736842104,28.0,16.0,15.907894736842104,28.0,16.0,0.09210526315789558,12.0,True
Aaron Wiggins,PR,15.907894736842104,26.333333333333332,13.0,15.907894736842104,26.333333333333332,13.0,2.9078947368421044,13.333333333333332,True
Adem Bona,PR,10.03448275862069,21.666666666666668,25.0,10.03448275862069,21.666666666666668,25.0,14.96551724137931,3.333333333333332,False
Adem Bona,PR,10.03448275862069,20.333333333333332,13.0,10.03448275862069,20.333333333333332,13.0,2.9655172413793096,7.333333333333332,True
Adem Bona,PR,10.03448275862069,20.0,12.0,10.03448275862069,20.0,12.0,1.9655172413793096,8.0,True
Adem Bona,PR,10.03448275862069,20.0,17.0,10.03448275862069,20.0,17.0,6.96551724137931,3.0,False
Adem Bona,PR,10.03448275862069,21.666666666666668,34.0,10.03448275862069,21.666666666666668,34.0,23.96551724137931,12.333333333333332,False
Adem Bona,PR,10.03448275862069,24.333333333333332,14.0,10.03448275862069,24.333333333333332,14.0,3.9655172413793096,10.333333333333332,True
Adem Bona,PR,10.03448275862069,21.666666666666668,27.0,10.03448275862069,21.666666666666668,27.0,16.96551724137931,5.333333333333332,False
Adem Bona,PR,10.03448275862069,25.0,26.0,10.03448275862069,25.0,26.0,15.96551724137931,1.0,False
Adem Bona,PR,10.03448275862069,22.333333333333332,24.0,10.03448275862069,22.333333333333332,24.0,13.96551724137931,1.6666666666666679,False
Adem Bona,PR,10.03448275862069,25.666666666666668,25.0,10.03448275862069,25.666666666666668,25.0,14.96551724137931,0.6666666666666679,False
Ajay Mitchell,PR,8.38888888888889,14.333333333333334,15.0,8.38888888888889,14.333333333333334,15.0,6.611111111111111,0.6666666666666661,False
Ajay Mitchell,PR,8.38888888888889,17.666666666666668,18.0,8.38888888888889,17.666666666666668,18.0,9.61111111111111,0.33333333333333215,False
Ajay Mitchell,PR,8.38888888888889,14.333333333333334,6.0,8.38888888888889,14.333333333333334,6.0,2.3888888888888893,8.333333333333334,True
Al Horford,PR,15.116666666666667,23.666666666666668,28.0,15.116666666666667,23.666666666666668,28.0,12.883333333333333,4.333333333333332,False
Al Horford,PR,15.116666666666667,24.0,18.0,15.116666666666667,24.0,18.0,2.883333333333333,6.0,True
Al Horford,PR,15.116666666666667,23.0,9.0,15.116666666666667,23.0,9.0,6.116666666666667,14.0,True
Al Horford,PR,15.116666666666667,26.666666666666668,10.0,15.116666666666667,26.666666666666668,10.0,5.116666666666667,16.666666666666668,True
Al Horford,PR,15.116666666666667,23.333333333333332,21.0,15.116666666666667,23.333333333333332,21.0,5.883333333333333,2.333333333333332,False
Alec Burks,PR,9.795918367346939,17.666666666666668,19.0,9.795918367346939,17.666666666666668,19.0,9.204081632653061,1.3333333333333321,False
Alec Burks,PR,9.795918367346939,19.666666666666668,1.0,9.795918367346939,19.666666666666668,1.0,8.795918367346939,18.666666666666668,True
Alec Burks,PR,9.795918367346939,18.0,6.0,9.795918367346939,18.0,6.0,3.795918367346939,12.0,True
Alex Caruso,PR,10.018518518518519,16.333333333333332,3.0,10.018518518518519,16.333333333333332,3.0,7.018518518518519,13.333333333333332,True
Alex Caruso,PR,10.018518518518519,17.333333333333332,9.0,10.018518518518519,17.333333333333332,9.0,1.018518518518519,8.333333333333332,True
Alex Caruso,PR,10.018518518518519,16.333333333333332,11.0,10.018518518518519,16.333333333333332,11.0,0.981481481481481,5.333333333333332,True
Alex Sarr,PR,19.46268656716418,29.333333333333332,31.0,19.46268656716418,29.333333333333332,31.0,11.53731343283582,1.6666666666666679,False
Alex Sarr,PR,19.46268656716418,31.666666666666668,29.0,19.46268656716418,31.666666666666668,29.0,9.53731343283582,2.666666666666668,False
Alex Sarr,PR,19.46268656716418,28.0,13.0,19.46268656716418,28.0,13.0,6.46268656716418,15.0,True
Alex Sarr,PR,19.46268656716418,27.0,16.0,19.46268656716418,27.0,16.0,3.46268656716418,11.0,True
Alperen Sengun,PR,29.43421052631579,38.333333333333336,21.0,29.43421052631579,38.333333333333336,21.0,8.434210526315791,17.333333333333336,True
