player,during_hot,next_game_stat,regression,next_opp,next_location,opp_def_tier,opp_3p_pct_allowed,opp_pace,minutes_trend,was_blowout_recent,season_avg,your_fair_line,naive_line,actual_outcome,distance_to_yours,distance_to_naive,your_line_wins,volume_tier,minutes_trend_bucket
Chris Paul,3.0,1.0,2.0,MEM,home,Mid (11-20),0.36,103.69,2.394308943089431,False,1.71,1.71,3.0,1.0,0.71,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Chris Paul,3.333333333333333,0.0,3.333333333333333,TOR,away,Elite (top 10),0.349,100.62,-1.605691056910569,False,1.71,1.71,3.333333333333333,0.0,1.71,3.333333333333333,True,Medium (3-5 3PA/g),Stable (±2)
Cody Martin,2.333333333333333,1.0,1.3333333333333337,BOS,home,Elite (top 10),0.347,96.59,2.867924528301888,False,0.81,0.81,2.333333333333333,1.0,0.18999999999999995,1.333333333333333,True,Low (2-3 3PA/g),Minutes UP (>+2)
Cody Martin,2.333333333333333,1.0,1.3333333333333337,BOS,home,Elite (top 10),0.347,96.59,3.867924528301888,False,0.81,0.81,2.333333333333333,1.0,0.18999999999999995,1.333333333333333,True,Low (2-3 3PA/g),Minutes UP (>+2)
Cody Martin,2.0,0.0,2.0,MIN,away,Elite (top 10),0.353,97.95,1.20125786163522,False,0.81,0.81,2.0,0.0,0.81,2.0,True,Low (2-3 3PA/g),Stable (±2)
Cody Martin,2.0,1.0,1.0,MIL,home,Elite (top 10),0.353,99.92,3.867924528301888,False,0.81,0.81,2.0,1.0,0.18999999999999995,1.0,True,Low (2-3 3PA/g),Minutes UP (>+2)
Cody Williams,1.6666666666666667,0.0,1.6666666666666667,DET,home,Bad (21-30),0.366,100.27,-3.453333333333333,False,0.7,0.7,1.6666666666666667,0.0,0.7,1.6666666666666667,True,Low (2-3 3PA/g),Minutes DOWN (<-2)
Cody Williams,1.6666666666666667,1.0,0.6666666666666667,BOS,away,Elite (top 10),0.347,96.59,2.546666666666667,True,0.7,0.7,1.6666666666666667,1.0,0.30000000000000004,0.6666666666666667,True,Low (2-3 3PA/g),Minutes UP (>+2)
Cole Anthony,2.6666666666666665,2.0,0.6666666666666665,SAC,away,Bad (21-30),0.381,98.91,7.915422885572138,False,1.15,1.15,2.6666666666666665,2.0,0.8500000000000001,0.6666666666666665,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Cole Anthony,2.333333333333333,0.0,2.333333333333333,DEN,away,Bad (21-30),0.365,100.67,7.582089552238806,False,1.15,1.15,2.333333333333333,0.0,1.15,2.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Cole Anthony,2.333333333333333,1.0,1.3333333333333337,HOU,away,Mid (11-20),0.357,99.03,7.582089552238806,False,1.15,1.15,2.333333333333333,1.0,0.1499999999999999,1.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Cole Anthony,2.333333333333333,0.0,2.333333333333333,CLE,away,Mid (11-20),0.359,100.31,10.248756218905474,False,1.15,1.15,2.333333333333333,0.0,1.15,2.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Cole Anthony,2.333333333333333,1.0,1.3333333333333337,IND,away,Elite (top 10),0.355,100.76,-3.0845771144278604,True,1.15,1.15,2.333333333333333,1.0,0.1499999999999999,1.333333333333333,True,Medium (3-5 3PA/g),Minutes DOWN (<-2)
Collin Sexton,3.333333333333333,1.0,2.333333333333333,DAL,home,Mid (11-20),0.363,100.15,8.031746031746032,False,1.75,1.75,3.333333333333333,1.0,0.75,2.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Collin Sexton,3.6666666666666665,3.0,0.6666666666666665,POR,away,Mid (11-20),0.361,99.51,7.031746031746032,False,1.75,1.75,3.6666666666666665,3.0,1.25,0.6666666666666665,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Corey Kispert,3.6666666666666665,2.0,1.6666666666666663,DET,home,Bad (21-30),0.366,100.27,6.754098360655739,False,1.97,1.97,3.6666666666666665,2.0,0.030000000000000027,1.6666666666666665,True,High (5+ 3PA/g),Minutes UP (>+2)
Corey Kispert,3.6666666666666665,4.0,-0.3333333333333335,NYK,away,Bad (21-30),0.367,97.64,2.754098360655739,False,1.97,1.97,3.6666666666666665,4.0,2.0300000000000002,0.3333333333333335,False,High (5+ 3PA/g),Minutes UP (>+2)
Corey Kispert,4.0,1.0,3.0,ORL,away,Bad (21-30),0.365,96.51,-1.5792349726775932,False,1.97,1.97,4.0,1.0,0.97,3.0,True,High (5+ 3PA/g),Stable (±2)
D'Angelo Russell,3.6666666666666665,1.0,2.6666666666666665,MIA,away,Mid (11-20),0.36,97.08,3.166666666666668,False,1.95,1.95,3.6666666666666665,1.0,0.95,2.6666666666666665,True,High (5+ 3PA/g),Minutes UP (>+2)
D'Angelo Russell,3.333333333333333,0.0,3.333333333333333,CHA,away,Elite (top 10),0.355,98.22,3.166666666666668,True,1.95,1.95,3.333333333333333,0.0,1.95,3.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,2.333333333333333,0.0,2.333333333333333,HOU,home,Mid (11-20),0.357,99.03,2.2340425531914896,False,1.17,1.17,2.333333333333333,0.0,1.17,2.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,2.333333333333333,3.0,-0.6666666666666665,SAS,away,Bad (21-30),0.365,100.08,6.23404255319149,False,1.17,1.17,2.333333333333333,3.0,1.83,0.666666666666667,False,Medium (3-5 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,3.0,1.0,2.0,LAC,away,Elite (top 10),0.35,98.24,10.23404255319149,False,1.17,1.17,3.0,1.0,0.16999999999999993,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,2.6666666666666665,3.0,-0.3333333333333335,ATL,home,Bad (21-30),0.377,103.41,10.900709219858154,True,1.17,1.17,2.6666666666666665,3.0,1.83,0.3333333333333335,False,Medium (3-5 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,2.333333333333333,3.0,-0.6666666666666665,NYK,home,Bad (21-30),0.367,97.64,10.900709219858154,True,1.17,1.17,2.333333333333333,3.0,1.83,0.666666666666667,False,Medium (3-5 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,2.333333333333333,3.0,-0.6666666666666665,OKC,away,Elite (top 10),0.342,100.9,10.900709219858154,False,1.17,1.17,2.333333333333333,3.0,1.83,0.666666666666667,False,Medium (3-5 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,3.0,1.0,2.0,MIA,away,Mid (11-20),0.36,97.08,6.900709219858157,False,1.17,1.17,3.0,1.0,0.16999999999999993,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
DaQuan Jeffries,2.333333333333333,1.0,1.3333333333333337,ORL,home,Bad (21-30),0.365,96.51,3.900709219858157,False,1.17,1.17,2.333333333333333,1.0,0.16999999999999993,1.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalano Banton,3.0,3.0,0.0,OKC,away,Elite (top 10),0.342,100.9,7.9353233830845795,False,1.07,1.07,3.0,3.0,1.93,0.0,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalano Banton,2.6666666666666665,0.0,2.6666666666666665,HOU,away,Mid (11-20),0.357,99.03,8.268656716417912,False,1.07,1.07,2.6666666666666665,0.0,1.07,2.6666666666666665,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalton Knecht,4.0,9.0,-5.0,UTA,home,Mid (11-20),0.358,100.85,12.205128205128204,False,1.64,1.64,4.0,9.0,7.36,5.0,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalton Knecht,5.333333333333333,3.0,2.333333333333333,ORL,home,Bad (21-30),0.365,96.51,14.538461538461537,True,1.64,1.64,5.333333333333333,3.0,1.36,2.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalton Knecht,5.666666666666667,1.0,4.666666666666667,DEN,home,Bad (21-30),0.365,100.67,18.871794871794872,False,1.64,1.64,5.666666666666667,1.0,0.6399999999999999,4.666666666666667,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalton Knecht,4.333333333333333,1.0,3.333333333333333,PHX,away,Bad (21-30),0.37,98.31,15.871794871794872,True,1.64,1.64,4.333333333333333,1.0,0.6399999999999999,3.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalton Knecht,3.6666666666666665,1.0,2.6666666666666665,UTA,away,Mid (11-20),0.358,100.85,8.53846153846154,False,1.64,1.64,3.6666666666666665,1.0,0.6399999999999999,2.6666666666666665,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Dalton Knecht,3.6666666666666665,0.0,3.6666666666666665,MIN,away,Elite (top 10),0.353,97.95,12.205128205128204,True,1.64,1.64,3.6666666666666665,0.0,1.64,3.6666666666666665,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Darius Garland,5.666666666666667,2.0,3.666666666666667,BKN,home,Mid (11-20),0.362,96.73,1.0,True,2.83,2.83,5.666666666666667,2.0,0.8300000000000001,3.666666666666667,True,High (5+ 3PA/g),Stable (±2)
Darius Garland,4.333333333333333,2.0,2.333333333333333,DEN,away,Bad (21-30),0.365,100.67,-2.666666666666668,True,2.83,2.83,4.333333333333333,2.0,0.8300000000000001,2.333333333333333,True,High (5+ 3PA/g),Minutes DOWN (<-2)
Darius Garland,4.333333333333333,1.0,3.333333333333333,TOR,away,Elite (top 10),0.349,100.62,-0.6666666666666679,True,2.83,2.83,4.333333333333333,1.0,1.83,3.333333333333333,True,High (5+ 3PA/g),Stable (±2)
Davion Mitchell,2.333333333333333,1.0,1.3333333333333337,NYK,home,Bad (21-30),0.367,97.64,5.288288288288285,False,1.14,1.14,2.333333333333333,1.0,0.1399999999999999,1.333333333333333,True,Low (2-3 3PA/g),Minutes UP (>+2)
Davion Mitchell,2.6666666666666665,1.0,1.6666666666666663,CLE,away,Mid (11-20),0.359,100.31,9.62162162162162,False,1.14,1.14,2.6666666666666665,1.0,0.1399999999999999,1.6666666666666665,True,Low (2-3 3PA/g),Minutes UP (>+2)
Davion Mitchell,2.333333333333333,3.0,-0.6666666666666665,BOS,away,Elite (top 10),0.347,96.59,5.954954954954957,True,1.14,1.14,2.333333333333333,3.0,1.86,0.666666666666667,False,Low (2-3 3PA/g),Minutes UP (>+2)
Davion Mitchell,2.6666666666666665,3.0,-0.3333333333333335,MEM,home,Mid (11-20),0.36,103.69,6.621621621621621,True,1.14,1.14,2.6666666666666665,3.0,1.86,0.3333333333333335,False,Low (2-3 3PA/g),Minutes UP (>+2)
Davion Mitchell,2.333333333333333,1.0,1.3333333333333337,MIL,home,Elite (top 10),0.353,99.92,6.954954954954957,False,1.14,1.14,2.333333333333333,1.0,0.1399999999999999,1.333333333333333,True,Low (2-3 3PA/g),Minutes UP (>+2)
Davion Mitchell,2.333333333333333,0.0,2.333333333333333,PHI,home,Bad (21-30),0.378,98.13,9.288288288288284,False,1.14,1.14,2.333333333333333,0.0,1.14,2.333333333333333,True,Low (2-3 3PA/g),Minutes UP (>+2)
De'Andre Hunter,4.0,3.0,1.0,MIL,away,Elite (top 10),0.353,99.92,1.78125,False,2.45,2.45,4.0,3.0,0.5499999999999998,1.0,True,High (5+ 3PA/g),Stable (±2)
De'Andre Hunter,4.333333333333333,4.0,0.333333333333333,TOR,away,Elite (top 10),0.349,100.62,3.78125,False,2.45,2.45,4.333333333333333,4.0,1.5499999999999998,0.33333333333333304,False,High (5+ 3PA/g),Minutes UP (>+2)
De'Andre Hunter,4.333333333333333,2.0,2.333333333333333,BKN,away,Mid (11-20),0.362,96.73,2.447916666666668,False,2.45,2.45,4.333333333333333,2.0,0.4500000000000002,2.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
De'Andre Hunter,4.0,0.0,4.0,CHI,away,Elite (top 10),0.344,103.61,2.114583333333332,False,2.45,2.45,4.0,0.0,2.45,4.0,True,High (5+ 3PA/g),Minutes UP (>+2)
Dean Wade,3.0,2.0,1.0,GSW,away,Mid (11-20),0.363,99.37,2.7288135593220346,True,1.36,1.36,3.0,2.0,0.6399999999999999,1.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Deni Avdija,3.333333333333333,3.0,0.3333333333333335,TOR,home,Elite (top 10),0.349,100.62,4.986111111111111,False,1.74,1.74,3.333333333333333,3.0,1.26,0.33333333333333304,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Deni Avdija,4.0,3.0,1.0,WAS,home,Mid (11-20),0.364,101.82,8.652777777777775,False,1.74,1.74,4.0,3.0,1.26,1.0,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Deni Avdija,3.333333333333333,5.0,-1.6666666666666663,MEM,home,Mid (11-20),0.36,103.69,3.986111111111111,False,1.74,1.74,3.333333333333333,5.0,3.26,1.666666666666667,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Deni Avdija,3.6666666666666665,4.0,-0.3333333333333335,DEN,home,Bad (21-30),0.365,100.67,3.3194444444444464,True,1.74,1.74,3.6666666666666665,4.0,2.26,0.3333333333333335,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Deni Avdija,4.0,2.0,2.0,BOS,home,Elite (top 10),0.347,96.59,4.652777777777775,True,1.74,1.74,4.0,2.0,0.26,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Deni Avdija,3.6666666666666665,3.0,0.6666666666666665,CLE,home,Mid (11-20),0.359,100.31,8.652777777777775,False,1.74,1.74,3.6666666666666665,3.0,1.26,0.6666666666666665,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Dennis Schröder,3.333333333333333,5.0,-1.6666666666666663,DEN,home,Bad (21-30),0.365,100.67,5.559999999999999,True,1.69,1.69,3.333333333333333,5.0,3.31,1.666666666666667,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Dennis Schröder,4.333333333333333,6.0,-1.666666666666667,MEM,away,Mid (11-20),0.36,103.69,8.22666666666667,False,1.69,1.69,4.333333333333333,6.0,4.3100000000000005,1.666666666666667,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Dennis Schröder,5.333333333333333,1.0,4.333333333333333,CHI,home,Elite (top 10),0.344,103.61,8.893333333333334,False,1.69,1.69,5.333333333333333,1.0,0.69,4.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Dennis Schröder,4.0,1.0,3.0,DET,home,Bad (21-30),0.366,100.27,8.22666666666667,False,1.69,1.69,4.0,1.0,0.69,3.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Derrick Jones Jr.,2.333333333333333,0.0,2.333333333333333,TOR,home,Elite (top 10),0.349,100.62,1.3290043290043307,False,1.01,1.01,2.333333333333333,0.0,1.01,2.333333333333333,True,Low (2-3 3PA/g),Stable (±2)
Derrick Jones Jr.,2.6666666666666665,2.0,0.6666666666666665,HOU,away,Mid (11-20),0.357,99.03,3.3290043290043307,False,1.01,1.01,2.6666666666666665,2.0,0.99,0.6666666666666665,False,Low (2-3 3PA/g),Minutes UP (>+2)
Derrick Jones Jr.,2.333333333333333,0.0,2.333333333333333,MIL,home,Elite (top 10),0.353,99.92,6.995670995670995,False,1.01,1.01,2.333333333333333,0.0,1.01,2.333333333333333,True,Low (2-3 3PA/g),Minutes UP (>+2)
Derrick Jones Jr.,2.333333333333333,1.0,1.3333333333333337,PHX,away,Bad (21-30),0.37,98.31,7.995670995670999,False,1.01,1.01,2.333333333333333,1.0,0.010000000000000009,1.333333333333333,True,Low (2-3 3PA/g),Minutes UP (>+2)
Desmond Bane,4.333333333333333,2.0,2.333333333333333,POR,away,Mid (11-20),0.361,99.51,0.4057971014492771,False,2.38,2.38,4.333333333333333,2.0,0.3799999999999999,2.333333333333333,True,High (5+ 3PA/g),Stable (±2)
Desmond Bane,4.333333333333333,2.0,2.333333333333333,LAC,away,Elite (top 10),0.35,98.24,3.7391304347826058,False,2.38,2.38,4.333333333333333,2.0,0.3799999999999999,2.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Desmond Bane,4.333333333333333,3.0,1.333333333333333,DEN,away,Bad (21-30),0.365,100.67,2.072463768115941,False,2.38,2.38,4.333333333333333,3.0,0.6200000000000001,1.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Devin Vassell,4.333333333333333,3.0,1.333333333333333,DAL,home,Mid (11-20),0.363,100.15,3.0,True,2.47,2.47,4.333333333333333,3.0,0.5299999999999998,1.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Devin Vassell,4.333333333333333,4.0,0.333333333333333,CLE,away,Mid (11-20),0.359,100.31,2.0,False,2.47,2.47,4.333333333333333,4.0,1.5299999999999998,0.33333333333333304,False,High (5+ 3PA/g),Stable (±2)
Devin Vassell,4.333333333333333,4.0,0.333333333333333,BOS,home,Elite (top 10),0.347,96.59,2.0,False,2.47,2.47,4.333333333333333,4.0,1.5299999999999998,0.33333333333333304,False,High (5+ 3PA/g),Stable (±2)
Devin Vassell,4.666666666666667,2.0,2.666666666666667,GSW,home,Mid (11-20),0.363,99.37,4.666666666666664,False,2.47,2.47,4.666666666666667,2.0,0.4700000000000002,2.666666666666667,True,High (5+ 3PA/g),Minutes UP (>+2)
Dillon Brooks,4.333333333333333,3.0,1.333333333333333,DAL,home,Mid (11-20),0.363,100.15,5.16,False,2.48,2.48,4.333333333333333,3.0,0.52,1.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Dillon Brooks,4.666666666666667,3.0,1.666666666666667,MEM,away,Mid (11-20),0.36,103.69,3.16,False,2.48,2.48,4.666666666666667,3.0,0.52,1.666666666666667,True,High (5+ 3PA/g),Minutes UP (>+2)
Dillon Brooks,5.333333333333333,2.0,3.333333333333333,BKN,home,Mid (11-20),0.362,96.73,2.16,False,2.48,2.48,5.333333333333333,2.0,0.48,3.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Donovan Mitchell,5.333333333333333,7.0,-1.666666666666667,CHI,home,Elite (top 10),0.344,103.61,3.2582159624413123,False,3.28,3.28,5.333333333333333,7.0,3.72,1.666666666666667,False,High (5+ 3PA/g),Minutes UP (>+2)
Donovan Mitchell,6.333333333333333,3.0,3.333333333333333,BOS,away,Elite (top 10),0.347,96.59,2.924882629107984,False,3.28,3.28,6.333333333333333,3.0,0.2799999999999998,3.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Donovan Mitchell,5.333333333333333,5.0,0.333333333333333,CHA,away,Elite (top 10),0.355,98.22,0.591549295774648,True,3.28,3.28,5.333333333333333,5.0,1.7200000000000002,0.33333333333333304,False,High (5+ 3PA/g),Stable (±2)
Donovan Mitchell,5.666666666666667,2.0,3.666666666666667,DAL,away,Mid (11-20),0.363,100.15,-1.7417840375586842,False,3.28,3.28,5.666666666666667,2.0,1.2799999999999998,3.666666666666667,True,High (5+ 3PA/g),Stable (±2)
Donte DiVincenzo,4.666666666666667,2.0,2.666666666666667,OKC,away,Elite (top 10),0.342,100.9,6.112903225806452,True,2.81,2.81,4.666666666666667,2.0,0.81,2.666666666666667,True,High (5+ 3PA/g),Minutes UP (>+2)
Donte DiVincenzo,5.0,3.0,2.0,LAL,away,Elite (top 10),0.356,98.34,8.779569892473116,False,2.81,2.81,5.0,3.0,0.18999999999999995,2.0,True,High (5+ 3PA/g),Minutes UP (>+2)
Donte DiVincenzo,5.0,4.0,1.0,PHI,home,Bad (21-30),0.378,98.13,-0.5537634408602159,True,2.81,2.81,5.0,4.0,1.19,1.0,False,High (5+ 3PA/g),Stable (±2)
Donte DiVincenzo,5.333333333333333,4.0,1.333333333333333,CHA,away,Elite (top 10),0.355,98.22,-0.5537634408602159,False,2.81,2.81,5.333333333333333,4.0,1.19,1.333333333333333,True,High (5+ 3PA/g),Stable (±2)
Donte DiVincenzo,5.333333333333333,3.0,2.333333333333333,MIA,away,Mid (11-20),0.36,97.08,1.446236559139784,True,2.81,2.81,5.333333333333333,3.0,0.18999999999999995,2.333333333333333,True,High (5+ 3PA/g),Stable (±2)
Dorian Finney-Smith,4.0,1.0,3.0,PHI,away,Bad (21-30),0.378,98.13,0.1269841269841265,True,2.05,2.05,4.0,1.0,1.0499999999999998,3.0,True,High (5+ 3PA/g),Stable (±2)
Dorian Finney-Smith,3.6666666666666665,2.0,1.6666666666666663,CLE,home,Mid (11-20),0.359,100.31,2.1269841269841265,True,2.05,2.05,3.6666666666666665,2.0,0.04999999999999982,1.6666666666666665,True,High (5+ 3PA/g),Minutes UP (>+2)
Duncan Robinson,4.333333333333333,3.0,1.333333333333333,MIL,away,Elite (top 10),0.353,99.92,5.851351351351351,False,2.57,2.57,4.333333333333333,3.0,0.43000000000000016,1.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Duncan Robinson,4.666666666666667,3.0,1.666666666666667,BKN,away,Mid (11-20),0.362,96.73,6.518018018018019,True,2.57,2.57,4.666666666666667,3.0,0.43000000000000016,1.666666666666667,True,High (5+ 3PA/g),Minutes UP (>+2)
Eric Gordon,3.0,3.0,0.0,OKC,home,Elite (top 10),0.342,100.9,4.974358974358975,False,1.44,1.44,3.0,3.0,1.56,0.0,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Eric Gordon,3.0,1.0,2.0,IND,away,Elite (top 10),0.355,100.76,5.974358974358975,False,1.44,1.44,3.0,1.0,0.43999999999999995,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Eric Gordon,3.0,3.0,0.0,CHI,away,Elite (top 10),0.344,103.61,9.307692307692308,False,1.44,1.44,3.0,3.0,1.56,0.0,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Eric Gordon,3.333333333333333,3.0,0.3333333333333335,LAL,home,Elite (top 10),0.356,98.34,8.974358974358974,False,1.44,1.44,3.333333333333333,3.0,1.56,0.33333333333333304,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Eric Gordon,3.333333333333333,3.0,0.3333333333333335,SAC,home,Bad (21-30),0.381,98.91,12.974358974358973,True,1.44,1.44,3.333333333333333,3.0,1.56,0.33333333333333304,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Eric Gordon,3.0,3.0,0.0,DEN,home,Bad (21-30),0.365,100.67,7.641025641025639,False,1.44,1.44,3.0,3.0,1.56,0.0,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Eric Gordon,3.0,1.0,2.0,MIA,home,Mid (11-20),0.36,97.08,7.641025641025639,False,1.44,1.44,3.0,1.0,0.43999999999999995,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Evan Mobley,3.333333333333333,0.0,3.333333333333333,MIA,away,Mid (11-20),0.36,97.08,1.7699530516431956,True,1.2,1.2,3.333333333333333,0.0,1.2,3.333333333333333,True,Medium (3-5 3PA/g),Stable (±2)
Evan Mobley,3.0,1.0,2.0,BKN,away,Mid (11-20),0.362,96.73,-4.56338028169014,False,1.2,1.2,3.0,1.0,0.19999999999999996,2.0,True,Medium (3-5 3PA/g),Minutes DOWN (<-2)
Evan Mobley,2.6666666666666665,1.0,1.6666666666666663,GSW,away,Mid (11-20),0.363,99.37,1.1032863849765278,False,1.2,1.2,2.6666666666666665,1.0,0.19999999999999996,1.6666666666666665,True,Medium (3-5 3PA/g),Stable (±2)
Evan Mobley,2.6666666666666665,2.0,0.6666666666666665,LAL,away,Elite (top 10),0.356,98.34,-0.5633802816901401,False,1.2,1.2,2.6666666666666665,2.0,0.8,0.6666666666666665,False,Medium (3-5 3PA/g),Stable (±2)
Evan Mobley,2.6666666666666665,0.0,2.6666666666666665,SAC,home,Bad (21-30),0.381,98.91,4.103286384976524,False,1.2,1.2,2.6666666666666665,0.0,1.2,2.6666666666666665,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Gabe Vincent,4.0,2.0,2.0,IND,home,Elite (top 10),0.355,100.76,2.805555555555557,False,1.51,1.51,4.0,2.0,0.49,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Gabe Vincent,3.6666666666666665,3.0,0.6666666666666665,UTA,home,Mid (11-20),0.358,100.85,4.472222222222225,False,1.51,1.51,3.6666666666666665,3.0,1.49,0.6666666666666665,False,Medium (3-5 3PA/g),Minutes UP (>+2)
Gabe Vincent,3.333333333333333,2.0,1.3333333333333337,CHA,home,Elite (top 10),0.355,98.22,3.1388888888888893,True,1.51,1.51,3.333333333333333,2.0,0.49,1.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Gabe Vincent,3.333333333333333,0.0,3.333333333333333,MIL,away,Elite (top 10),0.353,99.92,4.472222222222225,False,1.51,1.51,3.333333333333333,0.0,1.51,3.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Gabe Vincent,3.333333333333333,2.0,1.3333333333333337,MIL,home,Elite (top 10),0.353,99.92,4.805555555555557,False,1.51,1.51,3.333333333333333,2.0,0.49,1.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Gabe Vincent,4.0,1.0,3.0,GSW,home,Mid (11-20),0.363,99.37,-0.8611111111111107,False,1.51,1.51,4.0,1.0,0.51,3.0,True,Medium (3-5 3PA/g),Stable (±2)
Gabe Vincent,3.6666666666666665,1.0,2.6666666666666665,NOP,home,Bad (21-30),0.365,99.77,0.1388888888888892,False,1.51,1.51,3.6666666666666665,1.0,0.51,2.6666666666666665,True,Medium (3-5 3PA/g),Stable (±2)
Garrison Mathews,4.333333333333333,3.0,1.333333333333333,NOP,away,Bad (21-30),0.365,99.77,7.964539007092199,False,1.81,1.81,4.333333333333333,3.0,1.19,1.333333333333333,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Garrison Mathews,4.0,2.0,2.0,BOS,home,Elite (top 10),0.347,96.59,6.631205673758863,False,1.81,1.81,4.0,2.0,0.18999999999999995,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Garrison Mathews,4.0,2.0,2.0,NYK,home,Bad (21-30),0.367,97.64,7.631205673758863,False,1.81,1.81,4.0,2.0,0.18999999999999995,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Garrison Mathews,4.0,2.0,2.0,TOR,away,Elite (top 10),0.349,100.62,6.297872340425531,True,1.81,1.81,4.0,2.0,0.18999999999999995,2.0,True,Medium (3-5 3PA/g),Minutes UP (>+2)
Gary Trent Jr.,4.333333333333333,4.0,0.333333333333333,CHA,home,Elite (top 10),0.355,98.22,1.7657657657657635,False,2.43,2.43,4.333333333333333,4.0,1.5699999999999998,0.33333333333333304,False,High (5+ 3PA/g),Stable (±2)
Gary Trent Jr.,4.333333333333333,0.0,4.333333333333333,MIA,away,Mid (11-20),0.36,97.08,3.432432432432432,False,2.43,2.43,4.333333333333333,0.0,2.43,4.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
Gary Trent Jr.,4.666666666666667,2.0,2.666666666666667,UTA,away,Mid (11-20),0.358,100.85,2.432432432432432,False,2.43,2.43,4.666666666666667,2.0,0.43000000000000016,2.666666666666667,True,High (5+ 3PA/g),Minutes UP (>+2)
Gary Trent Jr.,4.666666666666667,3.0,1.666666666666667,POR,away,Mid (11-20),0.361,99.51,3.765765765765764,False,2.43,2.43,4.666666666666667,3.0,0.5699999999999998,1.666666666666667,True,High (5+ 3PA/g),Minutes UP (>+2)
Gary Trent Jr.,5.0,1.0,4.0,GSW,home,Mid (11-20),0.363,99.37,3.765765765765764,False,2.43,2.43,5.0,1.0,1.4300000000000002,4.0,True,High (5+ 3PA/g),Minutes UP (>+2)
Gary Trent Jr.,4.333333333333333,3.0,1.333333333333333,MIN,away,Elite (top 10),0.353,97.95,4.432432432432432,True,2.43,2.43,4.333333333333333,3.0,0.5699999999999998,1.333333333333333,True,High (5+ 3PA/g),Minutes UP (>+2)
